"year","county_id","county_name","income_group","mean_hh_income","absolute_change","change_rate","change_rate_gap_from_5th_quintile"
2007,"42029",Chester,"1st Quintile",31479,3851,0.139,-0.057
2006,"42029",Chester,Top 5 Percent,610717,0,0.000,0.000
2006,"42029",Chester,All,117863,0,0.000,0.000
2006,"42029",Chester,"5th Quintile",370695,0,0.000,0.000
2006,"42029",Chester,"4th Quintile",179380,0,0.000,0.000
2006,"42029",Chester,"3rd Quintile",118205,0,0.000,0.000
2006,"42029",Chester,"2nd Quintile",73878,0,0.000,0.000
2006,"42029",Chester,"1st Quintile",27628,0,0.000,0.000
2017,"42029",Chester,Top 5 Percent,707102,96385,0.158,-0.096
2017,"42029",Chester,All,120532,2669,0.023,0.039
2017,"42029",Chester,"5th Quintile",393560,22865,0.062,0.000
2017,"42029",Chester,"4th Quintile",180430,1050,0.006,0.056
2017,"42029",Chester,"3rd Quintile",121352,3147,0.027,0.035
2017,"42029",Chester,"2nd Quintile",74529,651,0.009,0.053
2017,"42029",Chester,"1st Quintile",28232,604,0.022,0.040
2016,"42029",Chester,Top 5 Percent,746936,136219,0.223,-0.124
2016,"42029",Chester,All,117683,-180,-0.002,0.101
2016,"42029",Chester,"5th Quintile",407376,36681,0.099,0.000
2016,"42029",Chester,"4th Quintile",178867,-513,-0.003,0.102
2016,"42029",Chester,"3rd Quintile",117667,-538,-0.005,0.104
2016,"42029",Chester,"2nd Quintile",69464,-4414,-0.060,0.159
2016,"42029",Chester,"1st Quintile",26433,-1195,-0.043,0.142
2015,"42029",Chester,Top 5 Percent,640149,29432,0.048,-0.027
2015,"42029",Chester,All,116747,-1116,-0.009,0.030
2015,"42029",Chester,"5th Quintile",378658,7963,0.021,0.000
2015,"42029",Chester,"4th Quintile",179151,-229,-0.001,0.022
2015,"42029",Chester,"3rd Quintile",116712,-1493,-0.013,0.034
2015,"42029",Chester,"2nd Quintile",70060,-3818,-0.052,0.073
2015,"42029",Chester,"1st Quintile",30138,2510,0.091,-0.070
2014,"42029",Chester,Top 5 Percent,628263,17546,0.029,-0.037
2014,"42029",Chester,All,110319,-7544,-0.064,0.056
2014,"42029",Chester,"5th Quintile",367589,-3106,-0.008,0.000
2014,"42029",Chester,"4th Quintile",172493,-6887,-0.038,0.030
2014,"42029",Chester,"3rd Quintile",110851,-7354,-0.062,0.054
2014,"42029",Chester,"2nd Quintile",66047,-7831,-0.106,0.098
2014,"42029",Chester,"1st Quintile",26712,-916,-0.033,0.025
2013,"42029",Chester,Top 5 Percent,620805,10088,0.017,-0.038
2013,"42029",Chester,All,109872,-7991,-0.068,0.047
2013,"42029",Chester,"5th Quintile",362874,-7821,-0.021,0.000
2013,"42029",Chester,"4th Quintile",171083,-8297,-0.046,0.025
2013,"42029",Chester,"3rd Quintile",110822,-7383,-0.062,0.041
2013,"42029",Chester,"2nd Quintile",66872,-7006,-0.095,0.074
2013,"42029",Chester,"1st Quintile",27020,-608,-0.022,0.001
2012,"42029",Chester,Top 5 Percent,607650,-3067,-0.005,-0.039
2012,"42029",Chester,All,109947,-7916,-0.067,0.023
2012,"42029",Chester,"5th Quintile",354318,-16377,-0.044,0.000
2012,"42029",Chester,"4th Quintile",167989,-11391,-0.064,0.020
2012,"42029",Chester,"3rd Quintile",110863,-7342,-0.062,0.018
2012,"42029",Chester,"2nd Quintile",67468,-6410,-0.087,0.043
2012,"42029",Chester,"1st Quintile",25546,-2082,-0.075,0.031
2023,"42029",Chester,Top 5 Percent,669842,59125,0.097,-0.031
2023,"42029",Chester,All,120903,3040,0.026,0.040
2023,"42029",Chester,"5th Quintile",395148,24453,0.066,0.000
2023,"42029",Chester,"4th Quintile",185743,6363,0.035,0.031
2023,"42029",Chester,"3rd Quintile",122135,3930,0.033,0.033
2023,"42029",Chester,"2nd Quintile",75354,1476,0.020,0.046
2023,"42029",Chester,"1st Quintile",28936,1308,0.047,0.019
2022,"42029",Chester,Top 5 Percent,656131,45414,0.074,-0.013
2022,"42029",Chester,All,122068,4205,0.036,0.025
2022,"42029",Chester,"5th Quintile",393195,22500,0.061,0.000
2022,"42029",Chester,"4th Quintile",187298,7918,0.044,0.017
2022,"42029",Chester,"3rd Quintile",123173,4968,0.042,0.019
2022,"42029",Chester,"2nd Quintile",78370,4492,0.061,0.000
2022,"42029",Chester,"1st Quintile",30369,2741,0.099,-0.038
2021,"42029",Chester,Top 5 Percent,657239,46522,0.076,-0.007
2021,"42029",Chester,All,123356,5493,0.047,0.022
2021,"42029",Chester,"5th Quintile",396136,25441,0.069,0.000
2021,"42029",Chester,"4th Quintile",187729,8349,0.047,0.022
2021,"42029",Chester,"3rd Quintile",123919,5714,0.048,0.021
2021,"42029",Chester,"2nd Quintile",78031,4153,0.056,0.013
2021,"42029",Chester,"1st Quintile",29801,2173,0.079,-0.010
2019,"42029",Chester,Top 5 Percent,800966,190249,0.312,-0.108
2019,"42029",Chester,All,121969,4106,0.035,0.169
2019,"42029",Chester,"5th Quintile",446235,75540,0.204,0.000
2019,"42029",Chester,"4th Quintile",193156,13776,0.077,0.127
2019,"42029",Chester,"3rd Quintile",122173,3968,0.034,0.170
2019,"42029",Chester,"2nd Quintile",75016,1138,0.015,0.189
2019,"42029",Chester,"1st Quintile",29574,1946,0.070,0.134
2018,"42029",Chester,Top 5 Percent,659428,48711,0.080,-0.027
2018,"42029",Chester,All,120656,2793,0.024,0.029
2018,"42029",Chester,"5th Quintile",390196,19501,0.053,0.000
2018,"42029",Chester,"4th Quintile",181914,2534,0.014,0.039
2018,"42029",Chester,"3rd Quintile",120431,2226,0.019,0.034
2018,"42029",Chester,"2nd Quintile",74784,906,0.012,0.041
2018,"42029",Chester,"1st Quintile",29132,1504,0.054,-0.001
2011,"42045",Delaware,Top 5 Percent,504352,21784,0.045,-0.003
2011,"42045",Delaware,All,81830,-1747,-0.021,0.063
2011,"42045",Delaware,"5th Quintile",292240,11767,0.042,0.000
2011,"42045",Delaware,"4th Quintile",132040,-960,-0.007,0.049
2011,"42045",Delaware,"3rd Quintile",81898,-2334,-0.028,0.070
2011,"42045",Delaware,"2nd Quintile",49121,-2543,-0.049,0.091
2011,"42045",Delaware,"1st Quintile",20257,-207,-0.010,0.052
2010,"42045",Delaware,Top 5 Percent,455546,-27022,-0.056,0.032
2010,"42045",Delaware,All,83067,-510,-0.006,-0.018
2010,"42045",Delaware,"5th Quintile",273772,-6701,-0.024,0.000
2010,"42045",Delaware,"4th Quintile",131421,-1579,-0.012,-0.012
2010,"42045",Delaware,"3rd Quintile",83264,-968,-0.011,-0.013
2010,"42045",Delaware,"2nd Quintile",50099,-1565,-0.030,0.006
2010,"42045",Delaware,"1st Quintile",20706,242,0.012,-0.036
2009,"42045",Delaware,Top 5 Percent,511254,28686,0.059,-0.016
2009,"42045",Delaware,All,89068,5491,0.066,-0.023
2009,"42045",Delaware,"5th Quintile",292660,12187,0.043,0.000
2009,"42045",Delaware,"4th Quintile",137697,4697,0.035,0.008
2009,"42045",Delaware,"3rd Quintile",89769,5537,0.066,-0.023
2009,"42045",Delaware,"2nd Quintile",52291,627,0.012,0.031
2009,"42045",Delaware,"1st Quintile",20283,-181,-0.009,0.052
2008,"42045",Delaware,Top 5 Percent,579480,96912,0.201,-0.071
2008,"42045",Delaware,All,92513,8936,0.107,0.023
2008,"42045",Delaware,"5th Quintile",316913,36440,0.130,0.000
2008,"42045",Delaware,"4th Quintile",142358,9358,0.070,0.060
2008,"42045",Delaware,"3rd Quintile",92259,8027,0.095,0.035
2008,"42045",Delaware,"2nd Quintile",56928,5264,0.102,0.028
2008,"42045",Delaware,"1st Quintile",22081,1617,0.079,0.051
2007,"42045",Delaware,Top 5 Percent,533652,51084,0.106,-0.043
2007,"42045",Delaware,All,88991,5414,0.065,-0.002
2007,"42045",Delaware,"5th Quintile",298154,17681,0.063,0.000
2007,"42045",Delaware,"4th Quintile",135409,2409,0.018,0.045
2007,"42045",Delaware,"3rd Quintile",88484,4252,0.050,0.013
2007,"42045",Delaware,"2nd Quintile",53702,2038,0.039,0.024
2007,"42045",Delaware,"1st Quintile",20289,-175,-0.009,0.072
2006,"42045",Delaware,Top 5 Percent,482568,0,0.000,0.000
2006,"42045",Delaware,All,83577,0,0.000,0.000
2006,"42045",Delaware,"5th Quintile",280473,0,0.000,0.000
2006,"42045",Delaware,"4th Quintile",133000,0,0.000,0.000
2006,"42045",Delaware,"3rd Quintile",84232,0,0.000,0.000
2006,"42045",Delaware,"2nd Quintile",51664,0,0.000,0.000
2006,"42045",Delaware,"1st Quintile",20464,0,0.000,0.000
2017,"42045",Delaware,Top 5 Percent,634928,152360,0.316,-0.098
2017,"42045",Delaware,All,92097,8520,0.102,0.116
2017,"42045",Delaware,"5th Quintile",341710,61237,0.218,0.000
2017,"42045",Delaware,"4th Quintile",146129,13129,0.099,0.119
2017,"42045",Delaware,"3rd Quintile",92444,8212,0.097,0.121
2017,"42045",Delaware,"2nd Quintile",53942,2278,0.044,0.174
2017,"42045",Delaware,"1st Quintile",19426,-1038,-0.051,0.269
2016,"42045",Delaware,Top 5 Percent,550037,67469,0.140,-0.028
2016,"42045",Delaware,All,86536,2959,0.035,0.077
2016,"42045",Delaware,"5th Quintile",311983,31510,0.112,0.000
2016,"42045",Delaware,"4th Quintile",141677,8677,0.065,0.047
2016,"42045",Delaware,"3rd Quintile",87127,2895,0.034,0.078
2016,"42045",Delaware,"2nd Quintile",50530,-1134,-0.022,0.134
2016,"42045",Delaware,"1st Quintile",19136,-1328,-0.065,0.177
2015,"42045",Delaware,Top 5 Percent,541403,58835,0.122,-0.033
2015,"42045",Delaware,All,87182,3605,0.043,0.046
2015,"42045",Delaware,"5th Quintile",305471,24998,0.089,0.000
2015,"42045",Delaware,"4th Quintile",139434,6434,0.048,0.041
2015,"42045",Delaware,"3rd Quintile",88395,4163,0.049,0.040
2015,"42045",Delaware,"2nd Quintile",53071,1407,0.027,0.062
2015,"42045",Delaware,"1st Quintile",20704,240,0.012,0.077
2014,"42045",Delaware,Top 5 Percent,560021,77453,0.161,-0.089
2014,"42045",Delaware,All,81400,-2177,-0.026,0.098
2014,"42045",Delaware,"5th Quintile",300567,20094,0.072,0.000
2014,"42045",Delaware,"4th Quintile",128956,-4044,-0.030,0.102
2014,"42045",Delaware,"3rd Quintile",81842,-2390,-0.028,0.100
2014,"42045",Delaware,"2nd Quintile",48516,-3148,-0.061,0.133
2014,"42045",Delaware,"1st Quintile",18263,-2201,-0.108,0.180
2013,"42045",Delaware,Top 5 Percent,564869,82301,0.171,-0.076
2013,"42045",Delaware,All,85159,1582,0.019,0.076
2013,"42045",Delaware,"5th Quintile",307056,26583,0.095,0.000
2013,"42045",Delaware,"4th Quintile",134958,1958,0.015,0.080
2013,"42045",Delaware,"3rd Quintile",85045,813,0.010,0.085
2013,"42045",Delaware,"2nd Quintile",49257,-2407,-0.047,0.142
2013,"42045",Delaware,"1st Quintile",18533,-1931,-0.094,0.189
2012,"42045",Delaware,Top 5 Percent,515371,32803,0.068,-0.038
2012,"42045",Delaware,All,81438,-2139,-0.026,0.056
2012,"42045",Delaware,"5th Quintile",288834,8361,0.030,0.000
2012,"42045",Delaware,"4th Quintile",132017,-983,-0.007,0.037
2012,"42045",Delaware,"3rd Quintile",82026,-2206,-0.026,0.056
2012,"42045",Delaware,"2nd Quintile",46970,-4694,-0.091,0.121
2012,"42045",Delaware,"1st Quintile",18011,-2453,-0.120,0.150
2023,"42045",Delaware,Top 5 Percent,574130,91562,0.190,-0.032
2023,"42045",Delaware,All,84085,508,0.006,0.152
2023,"42045",Delaware,"5th Quintile",324889,44416,0.158,0.000
2023,"42045",Delaware,"4th Quintile",136413,3413,0.026,0.132
2023,"42045",Delaware,"3rd Quintile",85017,785,0.009,0.149
2023,"42045",Delaware,"2nd Quintile",49405,-2259,-0.044,0.202
2023,"42045",Delaware,"1st Quintile",18239,-2225,-0.109,0.267
2022,"42045",Delaware,Top 5 Percent,606891,124323,0.258,-0.085
2022,"42045",Delaware,All,87423,3846,0.046,0.127
2022,"42045",Delaware,"5th Quintile",328896,48423,0.173,0.000
2022,"42045",Delaware,"4th Quintile",138726,5726,0.043,0.130
2022,"42045",Delaware,"3rd Quintile",87573,3341,0.040,0.133
2022,"42045",Delaware,"2nd Quintile",52979,1315,0.025,0.148
2022,"42045",Delaware,"1st Quintile",18320,-2144,-0.105,0.278
2021,"42045",Delaware,Top 5 Percent,600648,118080,0.245,-0.037
2021,"42045",Delaware,All,88037,4460,0.053,0.155
2021,"42045",Delaware,"5th Quintile",338929,58456,0.208,0.000
2021,"42045",Delaware,"4th Quintile",145082,12082,0.091,0.117
2021,"42045",Delaware,"3rd Quintile",89409,5177,0.061,0.147
2021,"42045",Delaware,"2nd Quintile",52463,799,0.015,0.193
2021,"42045",Delaware,"1st Quintile",19270,-1194,-0.058,0.266
2019,"42045",Delaware,Top 5 Percent,641193,158625,0.329,-0.088
2019,"42045",Delaware,All,92465,8888,0.106,0.135
2019,"42045",Delaware,"5th Quintile",348089,67616,0.241,0.000
2019,"42045",Delaware,"4th Quintile",146757,13757,0.103,0.138
2019,"42045",Delaware,"3rd Quintile",92949,8717,0.103,0.138
2019,"42045",Delaware,"2nd Quintile",53184,1520,0.029,0.212
2019,"42045",Delaware,"1st Quintile",20252,-212,-0.010,0.251
2018,"42045",Delaware,Top 5 Percent,585954,103386,0.214,-0.046
2018,"42045",Delaware,All,87699,4122,0.049,0.119
2018,"42045",Delaware,"5th Quintile",327626,47153,0.168,0.000
2018,"42045",Delaware,"4th Quintile",142007,9007,0.068,0.100
2018,"42045",Delaware,"3rd Quintile",88130,3898,0.046,0.122
2018,"42045",Delaware,"2nd Quintile",52634,970,0.019,0.149
2018,"42045",Delaware,"1st Quintile",20779,315,0.015,0.153
2011,"34015",Gloucester,Top 5 Percent,404344,13287,0.034,-0.028
2011,"34015",Gloucester,All,97825,-3612,-0.036,0.042
2011,"34015",Gloucester,"5th Quintile",263381,1532,0.006,0.000
2011,"34015",Gloucester,"4th Quintile",147422,-1578,-0.011,0.017
2011,"34015",Gloucester,"3rd Quintile",99045,-1744,-0.017,0.023
2011,"34015",Gloucester,"2nd Quintile",60941,-2525,-0.040,0.046
2011,"34015",Gloucester,"1st Quintile",25410,1002,0.041,-0.035
2010,"34015",Gloucester,Top 5 Percent,394978,3921,0.010,0.003
2010,"34015",Gloucester,All,99068,-2369,-0.023,0.036
2010,"34015",Gloucester,"5th Quintile",265184,3335,0.013,0.000
2010,"34015",Gloucester,"4th Quintile",141025,-7975,-0.054,0.067
2010,"34015",Gloucester,"3rd Quintile",98211,-2578,-0.026,0.039
2010,"34015",Gloucester,"2nd Quintile",61483,-1983,-0.031,0.044
2010,"34015",Gloucester,"1st Quintile",22520,-1888,-0.077,0.090
2009,"34015",Gloucester,Top 5 Percent,387179,-3878,-0.010,-0.024
2009,"34015",Gloucester,All,100635,-802,-0.008,-0.026
2009,"34015",Gloucester,"5th Quintile",253073,-8776,-0.034,0.000
2009,"34015",Gloucester,"4th Quintile",146125,-2875,-0.019,-0.015
2009,"34015",Gloucester,"3rd Quintile",100589,-200,-0.002,-0.032
2009,"34015",Gloucester,"2nd Quintile",64878,1412,0.022,-0.056
2009,"34015",Gloucester,"1st Quintile",25246,838,0.034,-0.068
2008,"34015",Gloucester,Top 5 Percent,377372,-13685,-0.035,0.012
2008,"34015",Gloucester,All,100782,-655,-0.006,-0.017
2008,"34015",Gloucester,"5th Quintile",255782,-6067,-0.023,0.000
2008,"34015",Gloucester,"4th Quintile",146225,-2775,-0.019,-0.004
2008,"34015",Gloucester,"3rd Quintile",100747,-42,0.000,-0.023
2008,"34015",Gloucester,"2nd Quintile",65084,1618,0.025,-0.048
2008,"34015",Gloucester,"1st Quintile",25562,1154,0.047,-0.070
2007,"34015",Gloucester,Top 5 Percent,374079,-16978,-0.043,0.021
2007,"34015",Gloucester,All,104725,3288,0.032,-0.054
2007,"34015",Gloucester,"5th Quintile",256113,-5736,-0.022,0.000
2007,"34015",Gloucester,"4th Quintile",147063,-1937,-0.013,-0.009
2007,"34015",Gloucester,"3rd Quintile",104732,3943,0.039,-0.061
2007,"34015",Gloucester,"2nd Quintile",65189,1723,0.027,-0.049
2007,"34015",Gloucester,"1st Quintile",24635,227,0.009,-0.031
2006,"34015",Gloucester,Top 5 Percent,391057,0,0.000,0.000
2006,"34015",Gloucester,All,101437,0,0.000,0.000
2006,"34015",Gloucester,"5th Quintile",261849,0,0.000,0.000
2006,"34015",Gloucester,"4th Quintile",149000,0,0.000,0.000
2006,"34015",Gloucester,"3rd Quintile",100789,0,0.000,0.000
2006,"34015",Gloucester,"2nd Quintile",63466,0,0.000,0.000
2006,"34015",Gloucester,"1st Quintile",24408,0,0.000,0.000
2017,"34015",Gloucester,Top 5 Percent,445741,54684,0.140,-0.054
2017,"34015",Gloucester,All,107862,6425,0.063,0.023
2017,"34015",Gloucester,"5th Quintile",284350,22501,0.086,0.000
2017,"34015",Gloucester,"4th Quintile",153306,4306,0.029,0.057
2017,"34015",Gloucester,"3rd Quintile",107474,6685,0.066,0.020
2017,"34015",Gloucester,"2nd Quintile",64511,1045,0.016,0.070
2017,"34015",Gloucester,"1st Quintile",26111,1703,0.070,0.016
2016,"34015",Gloucester,Top 5 Percent,405112,14055,0.036,-0.005
2016,"34015",Gloucester,All,101728,291,0.003,0.028
2016,"34015",Gloucester,"5th Quintile",270032,8183,0.031,0.000
2016,"34015",Gloucester,"4th Quintile",150917,1917,0.013,0.018
2016,"34015",Gloucester,"3rd Quintile",101733,944,0.009,0.022
2016,"34015",Gloucester,"2nd Quintile",60962,-2504,-0.039,0.070
2016,"34015",Gloucester,"1st Quintile",23472,-936,-0.038,0.069
2015,"34015",Gloucester,Top 5 Percent,446853,55796,0.143,-0.073
2015,"34015",Gloucester,All,100057,-1380,-0.014,0.084
2015,"34015",Gloucester,"5th Quintile",280097,18248,0.070,0.000
2015,"34015",Gloucester,"4th Quintile",145952,-3048,-0.020,0.090
2015,"34015",Gloucester,"3rd Quintile",99917,-872,-0.009,0.079
2015,"34015",Gloucester,"2nd Quintile",59668,-3798,-0.060,0.130
2015,"34015",Gloucester,"1st Quintile",23251,-1157,-0.047,0.117
2014,"34015",Gloucester,Top 5 Percent,435386,44329,0.113,-0.063
2014,"34015",Gloucester,All,102994,1557,0.015,0.035
2014,"34015",Gloucester,"5th Quintile",274844,12995,0.050,0.000
2014,"34015",Gloucester,"4th Quintile",149732,732,0.005,0.045
2014,"34015",Gloucester,"3rd Quintile",102668,1879,0.019,0.031
2014,"34015",Gloucester,"2nd Quintile",61545,-1921,-0.030,0.080
2014,"34015",Gloucester,"1st Quintile",22023,-2385,-0.098,0.148
2013,"34015",Gloucester,Top 5 Percent,392637,1580,0.004,-0.025
2013,"34015",Gloucester,All,93742,-7695,-0.076,0.055
2013,"34015",Gloucester,"5th Quintile",256445,-5404,-0.021,0.000
2013,"34015",Gloucester,"4th Quintile",142675,-6325,-0.042,0.021
2013,"34015",Gloucester,"3rd Quintile",94348,-6441,-0.064,0.043
2013,"34015",Gloucester,"2nd Quintile",57577,-5889,-0.093,0.072
2013,"34015",Gloucester,"1st Quintile",23127,-1281,-0.052,0.031
2012,"34015",Gloucester,Top 5 Percent,389436,-1621,-0.004,-0.010
2012,"34015",Gloucester,All,97262,-4175,-0.041,0.027
2012,"34015",Gloucester,"5th Quintile",258083,-3766,-0.014,0.000
2012,"34015",Gloucester,"4th Quintile",146199,-2801,-0.019,0.005
2012,"34015",Gloucester,"3rd Quintile",98279,-2510,-0.025,0.011
2012,"34015",Gloucester,"2nd Quintile",62202,-1264,-0.020,0.006
2012,"34015",Gloucester,"1st Quintile",23501,-907,-0.037,0.023
2023,"34015",Gloucester,Top 5 Percent,399886,8829,0.023,-0.009
2023,"34015",Gloucester,All,97474,-3963,-0.039,0.053
2023,"34015",Gloucester,"5th Quintile",265643,3794,0.014,0.000
2023,"34015",Gloucester,"4th Quintile",147190,-1810,-0.012,0.026
2023,"34015",Gloucester,"3rd Quintile",98094,-2695,-0.027,0.041
2023,"34015",Gloucester,"2nd Quintile",60834,-2632,-0.041,0.055
2023,"34015",Gloucester,"1st Quintile",21745,-2663,-0.109,0.123
2022,"34015",Gloucester,Top 5 Percent,401876,10819,0.028,-0.001
2022,"34015",Gloucester,All,102356,919,0.009,0.018
2022,"34015",Gloucester,"5th Quintile",268915,7066,0.027,0.000
2022,"34015",Gloucester,"4th Quintile",153141,4141,0.028,-0.001
2022,"34015",Gloucester,"3rd Quintile",102613,1824,0.018,0.009
2022,"34015",Gloucester,"2nd Quintile",62421,-1045,-0.016,0.043
2022,"34015",Gloucester,"1st Quintile",23305,-1103,-0.045,0.072
2021,"34015",Gloucester,Top 5 Percent,486174,95117,0.243,-0.084
2021,"34015",Gloucester,All,106261,4824,0.048,0.111
2021,"34015",Gloucester,"5th Quintile",303390,41541,0.159,0.000
2021,"34015",Gloucester,"4th Quintile",160645,11645,0.078,0.081
2021,"34015",Gloucester,"3rd Quintile",106992,6203,0.062,0.097
2021,"34015",Gloucester,"2nd Quintile",65042,1576,0.025,0.134
2021,"34015",Gloucester,"1st Quintile",24466,58,0.002,0.157
2019,"34015",Gloucester,Top 5 Percent,462730,71673,0.183,-0.059
2019,"34015",Gloucester,All,106941,5504,0.054,0.070
2019,"34015",Gloucester,"5th Quintile",294404,32555,0.124,0.000
2019,"34015",Gloucester,"4th Quintile",158617,9617,0.065,0.059
2019,"34015",Gloucester,"3rd Quintile",105380,4591,0.046,0.078
2019,"34015",Gloucester,"2nd Quintile",63418,-48,-0.001,0.125
2019,"34015",Gloucester,"1st Quintile",23646,-762,-0.031,0.155
2018,"34015",Gloucester,Top 5 Percent,416909,25852,0.066,0.003
2018,"34015",Gloucester,All,99634,-1803,-0.018,0.087
2018,"34015",Gloucester,"5th Quintile",279872,18023,0.069,0.000
2018,"34015",Gloucester,"4th Quintile",150807,1807,0.012,0.057
2018,"34015",Gloucester,"3rd Quintile",100942,153,0.002,0.067
2018,"34015",Gloucester,"2nd Quintile",61670,-1796,-0.028,0.097
2018,"34015",Gloucester,"1st Quintile",25505,1097,0.045,0.024
2011,"34021",Mercer,Top 5 Percent,609004,-90933,-0.130,0.088
2011,"34021",Mercer,All,100602,1375,0.014,-0.056
2011,"34021",Mercer,"5th Quintile",347361,-15092,-0.042,0.000
2011,"34021",Mercer,"4th Quintile",155618,-113,-0.001,-0.041
2011,"34021",Mercer,"3rd Quintile",100312,685,0.007,-0.049
2011,"34021",Mercer,"2nd Quintile",57953,-1444,-0.024,-0.018
2011,"34021",Mercer,"1st Quintile",19125,-2905,-0.132,0.090
2010,"34021",Mercer,Top 5 Percent,585312,-114625,-0.164,0.097
2010,"34021",Mercer,All,99689,462,0.005,-0.072
2010,"34021",Mercer,"5th Quintile",338012,-24441,-0.067,0.000
2010,"34021",Mercer,"4th Quintile",157084,1353,0.009,-0.076
2010,"34021",Mercer,"3rd Quintile",99617,-10,0.000,-0.067
2010,"34021",Mercer,"2nd Quintile",56872,-2525,-0.043,-0.024
2010,"34021",Mercer,"1st Quintile",21268,-762,-0.035,-0.032
2009,"34021",Mercer,Top 5 Percent,673996,-25941,-0.037,0.059
2009,"34021",Mercer,All,102295,3068,0.031,-0.009
2009,"34021",Mercer,"5th Quintile",370299,7846,0.022,0.000
2009,"34021",Mercer,"4th Quintile",159251,3520,0.023,-0.001
2009,"34021",Mercer,"3rd Quintile",102934,3307,0.033,-0.011
2009,"34021",Mercer,"2nd Quintile",59831,434,0.007,0.015
2009,"34021",Mercer,"1st Quintile",20506,-1524,-0.069,0.091
2008,"34021",Mercer,Top 5 Percent,644985,-54952,-0.079,0.080
2008,"34021",Mercer,All,104998,5771,0.058,-0.057
2008,"34021",Mercer,"5th Quintile",362916,463,0.001,0.000
2008,"34021",Mercer,"4th Quintile",164966,9235,0.059,-0.058
2008,"34021",Mercer,"3rd Quintile",104784,5157,0.052,-0.051
2008,"34021",Mercer,"2nd Quintile",61603,2206,0.037,-0.036
2008,"34021",Mercer,"1st Quintile",21772,-258,-0.012,0.013
2007,"34021",Mercer,Top 5 Percent,601858,-98079,-0.140,0.115
2007,"34021",Mercer,All,103804,4577,0.046,-0.071
2007,"34021",Mercer,"5th Quintile",353331,-9122,-0.025,0.000
2007,"34021",Mercer,"4th Quintile",163511,7780,0.050,-0.075
2007,"34021",Mercer,"3rd Quintile",103791,4164,0.042,-0.067
2007,"34021",Mercer,"2nd Quintile",61764,2367,0.040,-0.065
2007,"34021",Mercer,"1st Quintile",23016,986,0.045,-0.070
2006,"34021",Mercer,Top 5 Percent,699937,0,0.000,0.000
2006,"34021",Mercer,All,99227,0,0.000,0.000
2006,"34021",Mercer,"5th Quintile",362453,0,0.000,0.000
2006,"34021",Mercer,"4th Quintile",155731,0,0.000,0.000
2006,"34021",Mercer,"3rd Quintile",99627,0,0.000,0.000
2006,"34021",Mercer,"2nd Quintile",59397,0,0.000,0.000
2006,"34021",Mercer,"1st Quintile",22030,0,0.000,0.000
2017,"34021",Mercer,Top 5 Percent,712419,12482,0.018,0.069
2017,"34021",Mercer,All,98730,-497,-0.005,0.092
2017,"34021",Mercer,"5th Quintile",394052,31599,0.087,0.000
2017,"34021",Mercer,"4th Quintile",160990,5259,0.034,0.053
2017,"34021",Mercer,"3rd Quintile",98295,-1332,-0.013,0.100
2017,"34021",Mercer,"2nd Quintile",55708,-3689,-0.062,0.149
2017,"34021",Mercer,"1st Quintile",18416,-3614,-0.164,0.251
2016,"34021",Mercer,Top 5 Percent,688138,-11799,-0.017,0.058
2016,"34021",Mercer,All,98889,-338,-0.003,0.044
2016,"34021",Mercer,"5th Quintile",377478,15025,0.041,0.000
2016,"34021",Mercer,"4th Quintile",158374,2643,0.017,0.024
2016,"34021",Mercer,"3rd Quintile",99591,-36,0.000,0.041
2016,"34021",Mercer,"2nd Quintile",56832,-2565,-0.043,0.084
2016,"34021",Mercer,"1st Quintile",18497,-3533,-0.160,0.201
2015,"34021",Mercer,Top 5 Percent,593049,-106888,-0.153,0.101
2015,"34021",Mercer,All,93416,-5811,-0.059,0.007
2015,"34021",Mercer,"5th Quintile",343742,-18711,-0.052,0.000
2015,"34021",Mercer,"4th Quintile",153177,-2554,-0.016,-0.036
2015,"34021",Mercer,"3rd Quintile",94765,-4862,-0.049,-0.003
2015,"34021",Mercer,"2nd Quintile",53845,-5552,-0.093,0.041
2015,"34021",Mercer,"1st Quintile",19450,-2580,-0.117,0.065
2014,"34021",Mercer,Top 5 Percent,622652,-77285,-0.110,0.088
2014,"34021",Mercer,All,96865,-2362,-0.024,0.002
2014,"34021",Mercer,"5th Quintile",354509,-7944,-0.022,0.000
2014,"34021",Mercer,"4th Quintile",154994,-737,-0.005,-0.017
2014,"34021",Mercer,"3rd Quintile",96718,-2909,-0.029,0.007
2014,"34021",Mercer,"2nd Quintile",55035,-4362,-0.073,0.051
2014,"34021",Mercer,"1st Quintile",18203,-3827,-0.174,0.152
2013,"34021",Mercer,Top 5 Percent,584838,-115099,-0.164,0.098
2013,"34021",Mercer,All,93088,-6139,-0.062,-0.004
2013,"34021",Mercer,"5th Quintile",338362,-24091,-0.066,0.000
2013,"34021",Mercer,"4th Quintile",148251,-7480,-0.048,-0.018
2013,"34021",Mercer,"3rd Quintile",93203,-6424,-0.064,-0.002
2013,"34021",Mercer,"2nd Quintile",54248,-5149,-0.087,0.021
2013,"34021",Mercer,"1st Quintile",18436,-3594,-0.163,0.097
2012,"34021",Mercer,Top 5 Percent,643250,-56687,-0.081,0.048
2012,"34021",Mercer,All,90675,-8552,-0.086,0.053
2012,"34021",Mercer,"5th Quintile",350333,-12120,-0.033,0.000
2012,"34021",Mercer,"4th Quintile",149312,-6419,-0.041,0.008
