X,Y,FID,GISDBID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8368849.816,4863799.953,8467,6125801N,Bus,61,Northbound,25801,Ridge Av & Glenwood Av,39.985256,-75.178657,Fall 2023,28,31,9,13,11,8
-8369733.136,4866084.691,8468,6130906N,Bus,61,Northbound,30906,Ridge Av & Hunting Park Av - FS,40.00098,-75.186592,Fall 2023,3,13,0,2,0,0
-8369837.554,4865431.066,8469,6118001N,Bus,61,Northbound,18001,Ridge Av & Huntingdon St,39.996482,-75.18753,Fall 2023,11,11,6,7,4,8
-8371758.705,4868045.534,8470,6118017N,Bus,61,Northbound,18017,Ridge Av & I-76 Ramp FJ,40.014472,-75.204788,Fall 2023,1,2,0,4,0,0
-8367802.633,4862620.011,8471,6117874N,Bus,61,Northbound,17874,Ridge Av & Jefferson St,39.977134,-75.16925,Fall 2023,41,53,18,17,15,13
-8369838.444,4865662.257,8472,61919N,Bus,61,Northbound,919,Ridge Av & Lehigh Av,39.998073,-75.187538,Fall 2023,6,3,7,1,3,1
-8367710.015,4862404.435,8473,6117873N,Bus,61,Northbound,17873,Ridge Av & Master St,39.97565,-75.168418,Fall 2023,23,34,9,13,9,8
-8366773.262,4861025.38,8474,6117863N,Bus,61,Northbound,17863,Ridge Av & Melon St,39.966156,-75.160003,Fall 2023,141,27,75,11,63,5
-8370953.531,4867448.462,8475,6118014N,Bus,61,Northbound,18014,Ridge Av & Merrick Rd,40.010364,-75.197555,Fall 2023,3,7,4,5,1,6
-8370539.98,4867236.124,8476,6121626N,Bus,61,Northbound,21626,Ridge Av & Midvale Av,40.008903,-75.19384,Fall 2023,33,105,20,49,15,43
-8368418.341,4863380.376,8477,6117883N,Bus,61,Northbound,17883,Ridge Av & Montgomery Av,39.982368,-75.174781,Fall 2023,12,26,8,17,3,9
-8366634.001,4860667.938,8478,6117861N,Bus,61,Northbound,17861,Ridge Av & Mt Vernon St,39.963695,-75.158752,Fall 2023,11,10,6,3,3,9
-8367905.381,4862856.075,8479,6117875N,Bus,61,Northbound,17875,Ridge Av & Oxford St,39.978759,-75.170173,Fall 2023,12,19,6,8,5,9
-8367333.867,4861700.793,8480,6130905N,Bus,61,Northbound,30905,Ridge Av & Poplar St,39.970806,-75.165039,Fall 2023,11,18,11,11,8,6
-8371442.781,4867843.793,8481,6132269N,Bus,61,Northbound,32269,Ridge Av & School House Ln,40.013084,-75.20195,Fall 2023,2,3,5,5,1,4
-8370047.28,4867015.506,8482,6118008N,Bus,61,Northbound,18008,Ridge Av & Scotts Ln - MBFS,40.007385,-75.189414,Fall 2023,3,12,4,8,2,7
-8369011.229,4863954.538,8483,6117885N,Bus,61,Northbound,17885,Ridge Av & Sedgley Av,39.98632,-75.180107,Fall 2023,16,31,10,15,6,11
-8366472.588,4860370.926,8484,6117860N,Bus,61,Northbound,17860,Ridge Av & Spring Garden St,39.96165,-75.157302,Fall 2023,47,15,26,7,13,6
-8369462.184,4864460.009,8485,6117891N,Bus,61,Northbound,17891,Ridge Av & Susquehanna Av,39.989799,-75.184158,Fall 2023,10,18,7,13,3,12
-8366700.236,4860844.696,8486,6117862N,Bus,61,Northbound,17862,Ridge Av & Wallace St,39.964912,-75.159347,Fall 2023,17,7,7,1,7,2
-8371985.463,4868119.953,8487,612N,Bus,61,Northbound,2,Ridge Av & Wissahickon Transfer Center,40.014984,-75.206825,Fall 2023,50,202,25,99,24,78
-8369716.995,4864997.617,8488,6117999N,Bus,61,Northbound,17999,Ridge Av & York St - FS,39.993499,-75.186447,Fall 2023,22,9,5,6,9,6
-8372031.327,4868107.162,8489,6128N,Bus,61,Northbound,28,Wissahickon Transportation Center - onsite,40.014896,-75.207237,Fall 2023,0,2,0,1,0,1
-8366017.403,4859157.701,8490,6116289S,Bus,61,Southbound,16289,8th St & Arch St,39.953296,-75.153213,Fall 2023,18,45,7,44,6,17
-8365896.844,4859904.004,8491,6118441S,Bus,61,Southbound,18441,8th St & Callowhill St,39.958435,-75.15213,Fall 2023,14,10,6,19,3,3
-8365996.141,4859288.979,8492,6116288S,Bus,61,Southbound,16288,8th St & Cherry St,39.9542,-75.153022,Fall 2023,4,15,6,8,2,7
-8366103.23,4858636.963,8493,6116290S,Bus,61,Southbound,16290,8th St & Chestnut St,39.94971,-75.153984,Fall 2023,6,36,7,22,4,10
-8366063.266,4858874.094,8494,61728S,Bus,61,Southbound,728,8th St & Market St,39.951343,-75.153625,Fall 2023,35,214,17,155,12,103
-8365875.582,4860086.268,8495,6124339S,Bus,61,Southbound,24339,8th St & Noble St,39.95969,-75.151939,Fall 2023,8,5,3,4,3,1
-8365972.43,4859432.457,8496,6118442S,Bus,61,Southbound,18442,8th St & Race St,39.955188,-75.152809,Fall 2023,5,20,3,22,9,29
-8365867.121,4860271.876,8497,611220S,Bus,61,Southbound,1220,8th St & Spring Garden St - MBFS,39.960968,-75.151863,Fall 2023,19,23,6,7,6,8
-8366137.962,4858420.456,8498,6116291S,Bus,61,Southbound,16291,8th St & Walnut St,39.948219,-75.154296,Fall 2023,17,85,18,49,7,41
-8366266.202,4858641.464,8499,6124121S,Bus,61,Southbound,24121,9th St & Chestnut St,39.949741,-75.155448,Fall 2023,14,14,7,4,4,1
-8366191.506,4859090.755,8500,61915S,Bus,61,Southbound,915,9th St & Cuthbert St,39.952835,-75.154777,Fall 2023,0,73,0,52,0,42
-8366231.47,4858850.86,8501,6132524S,Bus,61,Southbound,32524,9th St & Market St,39.951183,-75.155136,Fall 2023,31,16,40,7,22,5
-8374620.841,4870161.592,8502,6130912S,Bus,61,Southbound,30912,Leverington St & Main St,40.029029,-75.230499,Fall 2023,31,0,10,0,17,0
-8373767.243,4869587.652,8503,6116200S,Bus,61,Southbound,16200,Main St & Cotton St,40.025081,-75.222831,Fall 2023,18,0,22,0,14,0
-8372750.673,4868585.081,8504,6130914S,Bus,61,Southbound,30914,Main St & Dawson St,40.018184,-75.213699,Fall 2023,4,0,4,0,4,0
-8374236.9,4869834.93,8505,6118393S,Bus,61,Southbound,18393,Main St & Green Ln - FS,40.026782,-75.22705,Fall 2023,31,0,35,0,19,0
-8372972.31,4868865.622,8506,6116205S,Bus,61,Southbound,16205,Main St & Hermit St,40.020114,-75.21569,Fall 2023,4,0,1,0,0,0
-8373385.083,4869284.268,8507,6116203S,Bus,61,Southbound,16203,Main St & Jamestown St,40.022994,-75.219398,Fall 2023,10,0,10,0,6,0
-8372602.062,4868368.357,8508,6130915S,Bus,61,Southbound,30915,Main St & Kalos St,40.016693,-75.212364,Fall 2023,2,0,0,0,0,0
-8373982.98,4869700.751,8509,6130913S,Bus,61,Southbound,30913,Main St & Levering St,40.025859,-75.224769,Fall 2023,20,0,14,0,11,0
-8373481.931,4869383.553,8510,6116202S,Bus,61,Southbound,16202,Main St & Pensdale St,40.023677,-75.220268,Fall 2023,4,0,2,0,2,0
-8373634.773,4869520.055,8511,6116201S,Bus,61,Southbound,16201,Main St & Rector St,40.024616,-75.221641,Fall 2023,29,0,19,0,19,0
-8372395.676,4868282.309,8512,6130319S,Bus,61,Southbound,30319,Main St & Ridge Av - MBNS,40.016101,-75.21051,Fall 2023,8,0,16,1,7,0
-8373271.315,4869170.156,8513,6116204S,Bus,61,Southbound,16204,Main St & Shurs Ln,40.022209,-75.218376,Fall 2023,16,0,19,0,10,0
-8366528.693,4860433.087,8514,6118436S,Bus,61,Southbound,18436,Ridge Av & 12th St,39.962078,-75.157806,Fall 2023,15,25,3,10,3,12
-8366662.054,4860698.438,8515,6118435S,Bus,61,Southbound,18435,Ridge Av & 13th St,39.963905,-75.159004,Fall 2023,6,15,3,2,2,1
-8367002.58,4861291.328,8516,6118432S,Bus,61,Southbound,18432,Ridge Av & 15th St,39.967987,-75.162063,Fall 2023,4,40,2,10,4,4
-8367152.082,4861465.773,8517,6118431S,Bus,61,Southbound,18431,Ridge Av & 16th St,39.969188,-75.163406,Fall 2023,11,10,8,7,2,7
-8367592.907,4862092.99,8518,6118426S,Bus,61,Southbound,18426,Ridge Av & 19th St,39.973506,-75.167366,Fall 2023,14,27,10,9,2,4
-8368026.052,4862981.301,8519,6118421S,Bus,61,Southbound,18421,Ridge Av & 22nd St,39.979621,-75.171257,Fall 2023,25,14,14,12,8,5
-8368338.525,4863272.288,8520,6118419S,Bus,61,Southbound,18419,Ridge Av & 24th St,39.981624,-75.174064,Fall 2023,29,17,4,12,5,5
-8368493.927,4863429.626,8521,6118418S,Bus,61,Southbound,18418,Ridge Av & 25th St,39.982707,-75.17546,Fall 2023,78,44,52,19,32,10
-8368799.722,4863728.472,8522,6118416S,Bus,61,Southbound,18416,Ridge Av & 27th St,39.984764,-75.178207,Fall 2023,76,35,44,18,32,18
-8369109.747,4864032.704,8523,6118413S,Bus,61,Southbound,18413,Ridge Av & 29th St,39.986858,-75.180992,Fall 2023,17,5,13,2,3,1
-8369412.091,4864369.635,8524,6118411S,Bus,61,Southbound,18411,Ridge Av & 31st St,39.989177,-75.183708,Fall 2023,20,6,9,7,11,7
-8369567.493,4864598.622,8525,6118409S,Bus,61,Southbound,18409,Ridge Av & 32nd St,39.990753,-75.185104,Fall 2023,9,8,3,4,0,0
-8369868.166,4866788.207,8526,6130329S,Bus,61,Southbound,30329,Ridge Av & Allegheny Av - FS,40.005821,-75.187805,Fall 2023,40,36,20,19,14,15
-8366847.178,4861111.801,8527,6118433S,Bus,61,Southbound,18433,Ridge Av & Broad St,39.966751,-75.160667,Fall 2023,33,208,16,102,10,88
-8370849.114,4867378.118,8528,6118397S,Bus,61,Southbound,18397,Ridge Av & Calumet St,40.00988,-75.196617,Fall 2023,5,2,1,7,2,1
-8368201.825,4863140.958,8529,6118420S,Bus,61,Southbound,18420,Ridge Av & Cecil B Moore Av,39.98072,-75.172836,Fall 2023,41,58,26,25,22,23
-8369820.522,4865213.25,8530,6118407S,Bus,61,Southbound,18407,Ridge Av & Cumberland St,39.994983,-75.187377,Fall 2023,11,11,3,7,1,5
-8369637.067,4864748.279,8531,61912S,Bus,61,Southbound,912,Ridge Av & Dauphin St,39.991783,-75.185729,Fall 2023,76,51,49,26,40,18
-8369288.081,4864216.206,8532,6118412S,Bus,61,Southbound,18412,Ridge Av & Diamond St,39.988121,-75.182594,Fall 2023,28,14,12,9,7,7
-8370335.263,4867106.92,8533,6118400S,Bus,61,Southbound,18400,Ridge Av & Ferry Rd,40.008014,-75.192001,Fall 2023,3,3,2,2,3,4
-8370207.023,4867058.67,8534,6130916S,Bus,61,Southbound,30916,Ridge Av & Ferry Rd - FS,40.007682,-75.190849,Fall 2023,7,3,4,0,1,1
-8367214.866,4861538.399,8535,6118430S,Bus,61,Southbound,18430,Ridge Av & Francis St,39.969688,-75.16397,Fall 2023,2,3,2,2,1,0
-8367518.991,4861947.295,8536,61913S,Bus,61,Southbound,913,Ridge Av & Girard Av,39.972503,-75.166702,Fall 2023,21,59,9,39,5,23
-8368879.538,4863803.73,8537,6118415S,Bus,61,Southbound,18415,Ridge Av & Glenwood Av,39.985282,-75.178924,Fall 2023,18,14,13,16,5,5
-8369774.658,4866031.505,8538,6118405S,Bus,61,Southbound,18405,Ridge Av & Hunting Park Av,40.000614,-75.186965,Fall 2023,13,2,2,2,0,0
-8369856.255,4865454.461,8539,6118406S,Bus,61,Southbound,18406,Ridge Av & Huntingdon St,39.996643,-75.187698,Fall 2023,7,10,7,6,9,4
-8371730.653,4868016.755,8540,6118394S,Bus,61,Southbound,18394,Ridge Av & I-76 Ramp FJ - FS,40.014274,-75.204536,Fall 2023,11,0,7,0,3,0
-8369823.082,4866357.46,8541,6118402S,Bus,61,Southbound,18402,Ridge Av & Indiana Av,40.002857,-75.1874,Fall 2023,6,0,1,0,1,2
-8367838.256,4862653.859,8542,6112293S,Bus,61,Southbound,12293,Ridge Av & Jefferson St,39.977367,-75.16957,Fall 2023,55,29,25,11,17,11
-8369856.255,4865689.431,8543,6131793S,Bus,61,Southbound,31793,Ridge Av & Lehigh Av,39.99826,-75.187698,Fall 2023,1,7,0,1,0,7
-8367742.298,4862433.342,8544,6112307S,Bus,61,Southbound,12307,Ridge Av & Master St,39.975849,-75.168708,Fall 2023,26,14,11,7,12,9
-8370990.044,4867448.462,8545,6118396S,Bus,61,Southbound,18396,Ridge Av & Merrick Rd,40.010364,-75.197883,Fall 2023,7,3,5,2,5,0
-8371160.808,4867541.044,8546,6124117S,Bus,61,Southbound,24117,Ridge Av & Merrick Rd - MBNS,40.011001,-75.199417,Fall 2023,1,0,0,0,0,0
-8358245.41,4875170.149,8547,6715875N,Bus,67,Northbound,15875,Oxford Av & Bleigh Av,40.063472,-75.083396,Fall 2023,55,11,7,5,4,3
-8375152.503,4875365.494,8548,6216093N,Bus,62,Northbound,16093,Cathedral Rd & Tiona St,40.064815,-75.235275,Fall 2023,0,0,0,0,0,0
-8361861.735,4885226.024,8549,5517457S,Bus,55,Southbound,17457,Old York Rd & Rubicam Av,40.132572,-75.115882,Fall 2023,9,2,8,0,11,0
-8358653.173,4871002.936,8550,6722843N,Bus,67,Northbound,22843,Oxford Av & Frontenac St,40.034816,-75.087059,Fall 2023,13,42,0,17,1,11
-8374843.368,4872493.892,8551,6230919N,Bus,62,Northbound,30919,Domino La & Ridge Av,40.04507,-75.232498,Fall 2023,0,6,0,0,0,0
-8358823.826,4871457.731,8552,6722845N,Bus,67,Northbound,22845,Oxford Av & Langdon St,40.037944,-75.088592,Fall 2023,23,31,1,9,1,6
-8363620.694,4876595.687,8553,5517526S,Bus,55,Southbound,17526,Old York Rd & Spring Av,40.073272,-75.131683,Fall 2023,7,6,6,6,5,2
-8375287.533,4872244.802,8554,6218031N,Bus,62,Northbound,18031,Domino Ln & Fowler St,40.043357,-75.236488,Fall 2023,0,0,0,0,0,0
-8358451.796,4870816.692,8555,6722844N,Bus,67,Northbound,22844,Oxford Av & Loretto Av,40.033535,-75.08525,Fall 2023,17,24,12,10,8,9
-8365099.351,4873033.681,8556,5521221S,Bus,55,Southbound,21221,Old York Rd & Stenton Av,40.048782,-75.144966,Fall 2023,26,11,19,14,9,12
-8375054.764,4872379.162,8557,6218032N,Bus,62,Northbound,18032,Domino Ln & Fowler St - MBFS,40.044281,-75.234397,Fall 2023,0,0,0,0,0,0
-8358400.033,4870697.91,8558,6722842N,Bus,67,Northbound,22842,Oxford Av & Roosevelt Blvd - FS,40.032718,-75.084785,Fall 2023,22,30,10,15,6,15
-8362532.769,4882622.45,8559,5517470S,Bus,55,Southbound,17470,Old York Rd & Susquehanna Rd,40.114688,-75.12191,Fall 2023,13,10,5,4,7,3
-8375490.469,4871895.389,8560,6218030N,Bus,62,Northbound,18030,Domino Ln & Umbria St - MBFS,40.040954,-75.238311,Fall 2023,0,0,0,0,0,0
-8358757.591,4871261.446,8561,67389N,Bus,67,Northbound,389,Oxford Av & Summerdale Av - FS,40.036594,-75.087997,Fall 2023,25,36,6,11,8,11
-8363207.031,4878631.943,8562,5517727S,Bus,55,Southbound,17727,Old York Rd & Township Line Rd,40.087268,-75.127967,Fall 2023,21,12,12,13,10,6
-8375097.288,4875665.718,8563,6216143N,Bus,62,Northbound,16143,Grakyn Ln & Old Line Rd,40.066879,-75.234779,Fall 2023,0,0,0,0,0,0
-8358251.421,4875362.73,8564,6715876N,Bus,67,Northbound,15876,Oxford Av & Verree Rd - MBNS,40.064796,-75.08345,Fall 2023,21,9,8,7,6,3
-8362920.049,4879470.224,8565,5517481S,Bus,55,Southbound,17481,Old York Rd & Washington Ln,40.093029,-75.125389,Fall 2023,18,16,9,14,11,5
-8375005.561,4875752.267,8566,6216142N,Bus,62,Northbound,16142,Grakyn Ln & Sagamore Rd - FS,40.067474,-75.233955,Fall 2023,0,0,0,0,0,0
-8345161.139,4878565.448,8567,6721117N,Bus,67,Northbound,21117,Phila Mills & Liberty Bell - MBFS,40.086811,-74.965858,Fall 2023,0,2,2,1,1,1
-8362978.603,4879894.848,8568,5517479S,Bus,55,Southbound,17479,Old York Rd & West Av,40.095947,-75.125915,Fall 2023,11,6,10,4,4,4
-8374871.31,4875870.382,8569,6216141N,Bus,62,Northbound,16141,Grakyn Ln & Wissahickon Av - FS,40.068286,-75.232749,Fall 2023,0,2,0,0,0,0
-8345006.517,4878422.711,8570,67410N,Bus,67,Northbound,410,Philadelphia Mills & Marshalls,40.08583,-74.964469,Fall 2023,0,23,0,35,0,27
-8364083.56,4875199.094,8571,5517542S,Bus,55,Southbound,17542,Old York Rd & Willow Av,40.063671,-75.135841,Fall 2023,5,9,1,7,0,3
-8367302.364,4859209.253,8572,6217842N,Bus,62,Northbound,17842,JFK Blvd & 15th St,39.953651,-75.164756,Fall 2023,6,0,0,0,0,0
-8348317.938,4877794.461,8573,6722932N,Bus,67,Northbound,22932,Red Lion Rd & Academy Rd - FS,40.081512,-74.994216,Fall 2023,2,15,0,3,0,4
-8362273.728,4883215.488,8574,5527533S,Bus,55,Southbound,27533,Old York Rd & Woodland Rd - FS,40.118762,-75.119583,Fall 2023,52,6,21,4,20,3
-8352144.1,4880815.317,8575,6726157N,Bus,67,Northbound,26157,Red Lion Rd & Bustleton Av - FS,40.102272,-75.028587,Fall 2023,45,17,9,5,8,6
-8367669.273,4859268.503,8576,628936N,Bus,62,Northbound,8936,JFK Blvd & 17th St,39.954059,-75.168052,Fall 2023,1,3,0,0,0,0
-8363062.649,4879057.113,8577,5530720S,Bus,55,Southbound,30720,Old York Rd & Wyncote Rd,40.09019,-75.12667,Fall 2023,40,16,19,4,14,11
-8348058.897,4877503.628,8578,6722933N,Bus,67,Northbound,22933,Red Lion Rd & Calera Rd,40.079513,-74.991889,Fall 2023,1,14,1,1,1,2
-8367838.256,4859296.24,8579,628938N,Bus,62,Northbound,8938,JFK Blvd & 18th St,39.95425,-75.16957,Fall 2023,4,0,0,0,0,0
-8365025.435,4871590.917,8580,5532628S,Bus,55,Southbound,32628,Olney Transportation Center - Rt 55,40.03886,-75.144302,Fall 2023,0,705,0,441,0,345
-8350265.472,4879275.817,8581,6723672N,Bus,67,Northbound,23672,Red Lion Rd & Congdon Pkwy - FS,40.091693,-75.011711,Fall 2023,0,10,0,0,0,0
-8368020.931,4859326.736,8582,628939N,Bus,62,Northbound,8939,JFK Blvd & 19th St,39.95446,-75.171211,Fall 2023,0,0,0,0,0,0
-8364930.256,4871729.048,8583,5511623S,Bus,55,Southbound,11623,Park Av & Chew Av,40.03981,-75.143447,Fall 2023,35,43,7,18,7,8
-8350047.954,4879086.652,8584,6732278N,Bus,67,Northbound,32278,Red Lion Rd & Congdon Pkwy - MBFS,40.090393,-75.009757,Fall 2023,0,0,0,0,0,0
-8373740.081,4869587.652,8585,6216038N,Bus,62,Northbound,16038,Main St & Cotton St,40.025081,-75.222587,Fall 2023,0,1,0,0,0,0
-8362040.18,4886937.996,8586,5527466S,Bus,55,Southbound,27466,Park Av & Easton Rd - MBFS,40.144329,-75.117485,Fall 2023,0,0,0,0,0,0
-8352809.122,4881403.734,8587,6727953N,Bus,67,Northbound,27953,Red Lion Rd & Ferndale St,40.106315,-75.034561,Fall 2023,0,3,0,0,0,0
-8374224.989,4869845.543,8588,6216040N,Bus,62,Northbound,16040,Main St &  Green Ln,40.026855,-75.226943,Fall 2023,0,0,0,0,0,0
-8364893.744,4871953.697,8589,5511624S,Bus,55,Southbound,11624,Park Av & Grange St,40.041355,-75.143119,Fall 2023,2,24,0,7,0,6
-8353580.233,4881711.856,8590,6731719N,Bus,67,Northbound,31719,Red Lion Rd & Global Rd,40.108432,-75.041488,Fall 2023,0,0,0,0,0,0
-8362225.304,4886771.256,8591,5520846S,Bus,55,Southbound,20846,Park Av & Moreland Rd,40.143184,-75.119148,Fall 2023,0,0,0,0,0,0
-8372727.742,4868569.528,8592,6216030N,Bus,62,Northbound,16030,Main St & Haines St,40.018077,-75.213493,Fall 2023,0,0,0,0,0,0
-8351350.837,4880446.682,8593,6722883N,Bus,67,Northbound,22883,Red Lion Rd & Jamison Av - FS,40.099739,-75.021461,Fall 2023,10,30,1,6,1,4
-8364930.256,4897946.131,8594,5532425S,Bus,55,Southbound,32425,Titus Av & Bunnell Rd,40.219879,-75.143447,Fall 2023,1,0,0,0,0,0
-8372945.149,4868864.023,8595,6230907N,Bus,62,Northbound,30907,Main St & Hermit St,40.020103,-75.215446,Fall 2023,0,0,0,0,0,0
-8347567.199,4876942.065,8596,6722935N,Bus,67,Northbound,22935,Red Lion Rd & Keswick Rd - FS,40.075653,-74.987472,Fall 2023,7,27,3,3,1,1
-8360440.074,4889505.853,8597,55817S,Bus,55,Southbound,817,Turnpike Dr & Angelo's,40.16196,-75.103111,Fall 2023,3,0,0,0,0,0
-8373360.482,4869280.488,8598,6216034N,Bus,62,Northbound,16034,Main St & Jamestown St,40.022968,-75.219177,Fall 2023,0,1,0,0,0,0
-8346902.176,4876428.103,8599,6722572N,Bus,67,Northbound,22572,Red Lion Rd & Knights Rd,40.07212,-74.981498,Fall 2023,0,5,1,2,1,0
-8363896.655,4899310.945,8600,5532417S,Bus,55,Southbound,32417,Valley Square Blvd & Main St,40.22924,-75.134162,Fall 2023,9,0,0,0,1,0
-8373965.169,4869707.438,8601,6216039N,Bus,62,Northbound,16039,Main St & Levering St,40.025905,-75.224609,Fall 2023,0,1,0,0,0,0
-8346981.213,4876506.366,8602,6727735N,Bus,67,Northbound,27735,Red Lion Rd & Knights Rd - MBNS,40.072658,-74.982208,Fall 2023,1,13,0,2,2,2
-8362598.113,4886637.429,8603,55809S,Bus,55,Southbound,809,Willow Grove Park Mall,40.142265,-75.122497,Fall 2023,156,33,144,19,87,10
-8373457.218,4869379.192,8604,6216036N,Bus,62,Northbound,16036,Main St & Pensdale St,40.023647,-75.220046,Fall 2023,0,0,0,0,0,0
-8352015.86,4880717.517,8605,6722882N,Bus,67,Northbound,22882,Red Lion Rd & Northeast Av - FS,40.1016,-75.027435,Fall 2023,10,4,3,1,1,1
-8364994.822,4867401.372,8606,5616397E,Bus,56,Eastbound,16397,10th St & Butler St,40.01004,-75.144027,Fall 2023,0,0,0,0,0,0
-8373595.7,4869512.786,8607,6216037N,Bus,62,Northbound,16037,Main St & Rector St,40.024566,-75.22129,Fall 2023,0,0,0,0,0,0
-8347855.962,4877272.744,8608,6722934N,Bus,67,Northbound,22934,Red Lion Rd & Pelle Rd - FS,40.077926,-74.990066,Fall 2023,0,4,0,1,0,0
-8372395.676,4868297.862,8609,6231059N,Bus,62,Northbound,31059,Main St & Ridge Av - MBFS,40.016208,-75.21051,Fall 2023,0,1,0,0,0,0
-8365033.895,4867177.844,8610,5616398E,Bus,56,Eastbound,16398,10th St & Erie Av,40.008502,-75.144378,Fall 2023,0,0,0,0,0,0
-8373247.492,4869167.394,8611,6216033N,Bus,62,Northbound,16033,Main St & Shurs Ln,40.02219,-75.218162,Fall 2023,1,1,0,0,0,0
-8350797.913,4879853.665,8612,6731326N,Bus,67,Northbound,31326,Red Lion Rd & Roosevelt Blvd - MBNS,40.095664,-75.016494,Fall 2023,0,15,0,1,0,0
-8364959.979,4867612.552,8613,5616396E,Bus,56,Eastbound,16396,10th St & Pike St,40.011493,-75.143714,Fall 2023,0,0,0,0,0,0
-8372594.381,4868378.823,8614,6216028N,Bus,62,Northbound,16028,Main St & Sumac St - FS,40.016765,-75.212295,Fall 2023,0,0,0,0,0,0
-8353079.184,4881503.141,8615,6730117N,Bus,67,Northbound,30117,Red Lion Rd & Sandmeyer Ln,40.106998,-75.036987,Fall 2023,0,1,0,0,0,0
-8366341.788,4858896.747,8616,6230081N,Bus,62,Northbound,30081,Market St & 9th St  - MBFS,39.951499,-75.156127,Fall 2023,1,0,0,0,0,0
-8367447.635,4867368.09,8617,5613905E,Bus,56,Eastbound,13905,23rd St & Venango St Loop,40.009811,-75.166061,Fall 2023,176,0,24,0,21,0
-8347262.295,4876746.689,8618,6722571N,Bus,67,Northbound,22571,Red Lion Rd & Waldemire Rd,40.07431,-74.984733,Fall 2023,0,10,1,0,1,2
-8366538.044,4858932.325,8619,6217833N,Bus,62,Northbound,17833,Market St & 10th St - MBFS,39.951744,-75.15789,Fall 2023,1,0,0,0,0,0
-8347129.825,4876648.93,8620,6727734N,Bus,67,Northbound,27734,Red Lion Rd & Waldemire Rd - MBFS,40.073638,-74.983543,Fall 2023,0,2,0,0,0,0
-8368706.325,4867222.317,8621,5631826E,Bus,56,Eastbound,31826,Bakers Centre - onsite 2,40.008808,-75.177368,Fall 2023,30,0,28,0,23,0
-8366723.168,4858962.675,8622,6210262N,Bus,62,Northbound,10262,Market St & 12th St,39.951953,-75.159553,Fall 2023,1,0,0,0,0,0
-8351143.56,4880218.494,8623,6722884N,Bus,67,Northbound,22884,Red Lion Rd & Wilbur St - FS,40.098171,-75.019599,Fall 2023,11,5,0,2,0,1
-8363632.605,4866914.5,8624,5626228E,Bus,56,Eastbound,26228,Erie Av & 2nd St,40.00669,-75.13179,Fall 2023,21,27,6,16,8,9
-8366831.927,4858978.794,8625,6230082N,Bus,62,Northbound,30082,Market St & 12th St - MBFS,39.952064,-75.16053,Fall 2023,2,0,0,0,0,0
-8349302.336,4880969.003,8626,6722539N,Bus,67,Northbound,22539,Roosevelt Blvd & Bennett Rd,40.103328,-75.003059,Fall 2023,0,2,0,1,1,0
-8363894.985,4866952.867,8627,5618196E,Bus,56,Eastbound,18196,Erie Av & 3rd St,40.006954,-75.134147,Fall 2023,16,11,5,1,4,2
-8368609.477,4859269.664,8628,6210281N,Bus,62,Northbound,10281,Market St & 22nd St,39.954067,-75.176498,Fall 2023,2,1,0,0,0,0
-8349619.151,4880683.608,8629,6722538N,Bus,67,Northbound,22538,Roosevelt Blvd & Plaza Dr,40.101367,-75.005905,Fall 2023,3,0,0,1,0,1
-8364208.35,4867008.239,8630,5618195E,Bus,56,Eastbound,18195,Erie Av & 5th St,40.007335,-75.136962,Fall 2023,148,48,84,19,50,21
-8368929.632,4859322.815,8631,6221536N,Bus,62,Northbound,21536,Market St & 24th St - MBFS,39.954433,-75.179374,Fall 2023,0,0,0,0,0,0
-8349492.581,4880796.979,8632,6725924N,Bus,67,Northbound,25924,Roosevelt Blvd & Plaza Dr - MBFS,40.102146,-75.004768,Fall 2023,1,0,0,0,0,1
-8364429.207,4867046.462,8633,5618194E,Bus,56,Eastbound,18194,Erie Av & 6th St,40.007598,-75.138946,Fall 2023,150,70,67,25,50,18
-8374946.116,4875465.422,8634,6216144N,Bus,62,Northbound,16144,Old Line Rd & Cathedral Rd,40.065502,-75.233421,Fall 2023,0,0,0,0,0,0
-8352590.825,4882274.418,8635,6722954N,Bus,67,Northbound,22954,Sandmeyer Ln & 10059,40.112297,-75.0326,Fall 2023,0,7,0,0,0,0
-8364754.483,4867100.816,8636,5618193E,Bus,56,Eastbound,18193,Erie Av & 8th St,40.007972,-75.141868,Fall 2023,24,14,12,19,14,4
-8375275.622,4874802.306,8637,62513N,Bus,62,Northbound,513,Port Royal Av & Henry Av,40.060943,-75.236381,Fall 2023,0,4,0,0,0,0
-8352900.85,4882516.482,8638,6730118N,Bus,67,Northbound,30118,Sandmeyer Ln & 10071,40.11396,-75.035385,Fall 2023,0,0,0,0,0,0
-8364864.912,4867120.291,8639,5618188E,Bus,56,Eastbound,18188,Erie Av & 9th St,40.008106,-75.14286,Fall 2023,51,43,12,9,7,9
-8375440.375,4874650.897,8640,6214993N,Bus,62,Northbound,14993,Port Royal  Av Ridge Av - FS,40.059902,-75.237861,Fall 2023,0,1,0,0,0,0
-8352929.681,4882517.501,8641,6722953N,Bus,67,Northbound,22953,Sandmeyer Ln & 10090,40.113967,-75.035644,Fall 2023,0,2,0,0,0,0
